"BehaviorSpace results (NetLogo 6.3.0)"
"project.nlogo"
"experiment_poor_country_taxes_charity_4"
"05/19/2023 23:04:35:959 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250","251","252","253","254","255","256","257","258","259","260","261","262","263","264","265","266","267","268","269","270","271","272","273","274","275","276","277","278","279","280","281","282","283","284","285","286","287","288","289","290","291","292","293","294","295","296","297","298","299","300","301","302","303","304","305","306","307","308","309","310","311","312","313","314","315","316","317","318","319","320","321","322","323","324","325","326","327","328","329","330","331","332","333","334","335","336","337","338","339","340","341","342","343","344","345","346","347","348","349","350","351","352","353","354","355","356","357","358","359","360"
"lower-tax","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15"
"upper-tax","0","0","0","0","0","3","3","3","3","3","6","6","6","6","6","9","9","9","9","9","12","12","12","12","12","15","15","15","15","15","18","18","18","18","18","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","30","30","30","30","30","33","33","33","33","33","0","0","0","0","0","3","3","3","3","3","6","6","6","6","6","9","9","9","9","9","12","12","12","12","12","15","15","15","15","15","18","18","18","18","18","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","30","30","30","30","30","33","33","33","33","33","0","0","0","0","0","3","3","3","3","3","6","6","6","6","6","9","9","9","9","9","12","12","12","12","12","15","15","15","15","15","18","18","18","18","18","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","30","30","30","30","30","33","33","33","33","33","0","0","0","0","0","3","3","3","3","3","6","6","6","6","6","9","9","9","9","9","12","12","12","12","12","15","15","15","15","15","18","18","18","18","18","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","30","30","30","30","30","33","33","33","33","33","0","0","0","0","0","3","3","3","3","3","6","6","6","6","6","9","9","9","9","9","12","12","12","12","12","15","15","15","15","15","18","18","18","18","18","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","30","30","30","30","30","33","33","33","33","33","0","0","0","0","0","3","3","3","3","3","6","6","6","6","6","9","9","9","9","9","12","12","12","12","12","15","15","15","15","15","18","18","18","18","18","21","21","21","21","21","24","24","24","24","24","27","27","27","27","27","30","30","30","30","30","33","33","33","33","33"
"charity","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"num-people","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250"
"percent-best-land","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15"
"[reporter]","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure","relative-state-treasure"
"[final]","-1.83","-1.67","-3.48","-1.32","-0.04","229.34","352.27","244.25","286.04","217.91","556.32","379.4","557.52","432.42","587.07","589.8","536.29","170.99","534.8","592.78","550","331.79","737.29","-47.36","714.1","569.9","294.79","529.08","503.26","199.32","155.48","-494.32","103.68","446.73","747.61","-46.53","-415.1","91.94","-580.01","-2954.97","-59.05","-180.71","-262.03","-19.31","-1330.08","-90.77","-1376.34","-514.35","-156.54","-626.81","-2354.41","-2324.4","-1947.78","-2999.91","-2862.92","-1455.14","-2999.81","-2999.96","-2118.92","-2999.97","34.45","187.5","96.1","144.94","143.26","268.78","135.24","396.93","364.07","342.6","-582.67","428.2","558.01","556","467.62","585.02","-15.23","564.27","90.68","379.9","538.97","421.2","-2498.56","-358.44","-70.97","-835.64","-100.83","-733.79","-1065.66","-833.4","-1323.87","-1675.36","-2886.61","-1515.23","-1432.13","-1448.81","-2999.68","-847.46","-1779.35","-819.69","-2999.14","-2668.06","-2999.84","-2999.74","-1128.23","-2999.54","-2999.38","-2821.22","-2999.72","-2235.25","-2999.26","-2999.92","-2999.43","-2999.06","-2998.26","-2998.66","-2998.95","-2999.42","-2999.87","-2999.57","180.83","342.12","211.59","288.17","289.53","-2233.19","520.06","289.34","344.89","-974.4","-973.82","63.28","-2999.86","123.81","52.28","-102.42","-1839.86","-1728.78","-708.34","4.3","-1038.19","-2999.59","-1950.05","-347.98","-1867.7","-2118.42","-2999.58","-2999.55","-2999.23","-1063.97","-2039.66","-2999.74","-2999.49","-2999.61","-2999.12","-2999.4","-2999.48","-2998.7","-2998.78","-2999.42","-2999.61","-2999.18","-2999.88","-2999.18","-2999.8","-2998.85","-2999.21","-2999.88","-2999.53","-2999.05","-2999.67","-2998.32","-2999.11","-2998.56","-2999.16","-2997.9","-2998.97","-2999.73","-2998.51","-2998.22","-118.41","94.12","-1702.77","-393.76","-853.15","-832.11","-1306.93","-394.88","-2999.09","-2999.32","-1815.06","-2998.7","-2437.56","-2999.79","-2999.42","-2999.06","-2998.89","-2999.41","-2794.82","-2999.68","-2999.93","-2999.18","-2999.85","-2998.88","-2999.15","-2999.05","-2999.01","-2999.87","-2998.86","-2998.72","-2999.08","-2998.83","-2998.77","-2999.02","-2999.68","-2999.9","-2999.2","-2998.16","-2998.45","-2998.57","-2999.67","-2999.27","-2997.01","-2999.49","-2997.87","-2999.54","-2998.72","-2998.19","-2996.78","-2999.01","-2997.72","-2997.63","-2998.63","-2997.35","-2999.02","-2999.93","-2998.04","-2998.18","-2998.91","-2998.77","-2999.27","-2999.48","-2999.59","-2998.17","-2999.74","-2998.14","-2999.35","-2999.09","-2999.07","-2999.35","-2998.17","-2998.72","-2999.67","-2999.43","-2998.27","-2998.55","-2998.41","-2998.75","-2999.49","-2998.15","-2998.01","-2999.34","-2998.39","-2999.43","-2998.24","-2999.23","-2997.62","-2999.79","-2999.41","-2999.76","-2998.82","-2998.65","-2999.39","-2998.58","-2999.11","-2997.25","-2997.94","-2998.42","-2998.91","-2999.37","-2997.73","-2998.76","-2999.23","-2999.8","-2998.6","-2997.94","-2998.3","-2998.01","-2999.27","-2998.18","-2998.34","-2997.01","-2999.84","-2998.97","-2999.84","-2999","-2996.42","-2996.72","-2997.53","-2998.3","-2997.94","-2997.82","-2998.23","-2998.11","-2998.49","-2998.4","-2998.75","-2999.05","-2999.11","-2999.13","-2998.82","-2998.91","-2996.93","-2999.87","-2997.51","-2998.31","-2999.78","-2997.53","-2998.13","-2999.58","-2998.32","-2998.49","-2999.92","-2998.19","-2998.33","-2996.62","-2996.44","-2999.53","-2996.96","-2997.37","-2996.51","-2999.25","-2999.92","-2996.03","-2998.22","-2998.3","-2996.15","-2996.6","-2996.61","-2997.92","-2998.16","-2997.48","-2999.2","-2996.3","-2999.27","-2996.5","-2996.73","-2997.73","-2999.2","-2999.35","-2997.78","-2999.01","-2996.68","-2999.79","-2996.21","-2995.73","-2995.54","-2994.57","-2999.89","-2999.09"
"[min]","-1.83","-1.67","-3.48","-1.32","-0.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-49.78","0","0","0","0","0","0","0","-494.32","0","0","0","-46.53","-415.1","0","-580.01","-2954.97","-59.05","-181.21","-262.03","-19.31","-1330.08","-90.77","-1376.34","-514.35","-156.54","-626.81","-2354.41","-2324.4","-1947.78","-2999.91","-2862.92","-1455.14","-2999.81","-2999.96","-2118.92","-2999.97","0","0","0","0","0","0","0","0","0","0","-582.82","0","0","0","0","0","-20.42","0","0","0","0","0","-2498.56","-358.44","-130.75","-835.64","-100.83","-733.79","-1065.66","-833.4","-1323.87","-1675.36","-2886.61","-1515.23","-1432.13","-1448.81","-2999.68","-847.46","-1779.35","-819.69","-2999.14","-2668.06","-2999.84","-2999.74","-1128.23","-2999.54","-2999.38","-2821.22","-2999.72","-2235.25","-2999.26","-2999.92","-2999.43","-2999.06","-2998.26","-2998.66","-2998.95","-2999.42","-2999.87","-2999.57","0","0","0","0","0","-2233.19","0","0","0","-974.4","-973.82","0","-2999.86","0","0","-102.42","-1839.86","-1728.78","-708.34","0","-1038.19","-2999.59","-1950.05","-347.98","-1867.7","-2118.42","-2999.58","-2999.55","-2999.23","-1063.97","-2039.66","-2999.74","-2999.49","-2999.61","-2999.12","-2999.4","-2999.48","-2998.7","-2998.78","-2999.42","-2999.61","-2999.18","-2999.88","-2999.18","-2999.8","-2998.85","-2999.21","-2999.88","-2999.53","-2999.05","-2999.67","-2998.32","-2999.11","-2998.56","-2999.16","-2997.9","-2998.97","-2999.73","-2998.51","-2998.22","-118.41","0","-1702.77","-393.76","-853.15","-832.11","-1306.93","-394.88","-2999.09","-2999.32","-1815.06","-2998.7","-2437.56","-2999.79","-2999.42","-2999.06","-2998.89","-2999.41","-2794.82","-2999.68","-2999.93","-2999.18","-2999.85","-2998.88","-2999.15","-2999.05","-2999.01","-2999.87","-2998.86","-2998.72","-2999.08","-2998.83","-2998.77","-2999.02","-2999.68","-2999.9","-2999.2","-2998.16","-2998.45","-2998.57","-2999.67","-2999.27","-2997.01","-2999.49","-2997.87","-2999.54","-2998.72","-2998.19","-2996.78","-2999.01","-2997.72","-2997.63","-2998.63","-2997.35","-2999.02","-2999.93","-2998.04","-2998.18","-2998.91","-2998.77","-2999.27","-2999.48","-2999.59","-2998.17","-2999.74","-2998.14","-2999.35","-2999.09","-2999.07","-2999.35","-2998.17","-2998.72","-2999.67","-2999.43","-2998.27","-2998.55","-2998.41","-2998.75","-2999.49","-2998.15","-2998.01","-2999.34","-2998.39","-2999.43","-2998.24","-2999.23","-2997.62","-2999.79","-2999.41","-2999.76","-2998.82","-2998.65","-2999.39","-2998.58","-2999.11","-2997.25","-2997.94","-2998.42","-2998.91","-2999.37","-2997.73","-2998.76","-2999.23","-2999.8","-2998.6","-2997.94","-2998.3","-2998.01","-2999.27","-2998.18","-2998.34","-2997.01","-2999.84","-2998.97","-2999.84","-2999","-2996.42","-2996.72","-2997.53","-2998.3","-2997.94","-2997.82","-2998.23","-2998.11","-2998.49","-2998.4","-2998.75","-2999.05","-2999.11","-2999.13","-2998.82","-2998.91","-2996.93","-2999.87","-2997.51","-2998.31","-2999.78","-2997.53","-2998.13","-2999.58","-2998.32","-2998.49","-2999.92","-2998.19","-2998.33","-2996.62","-2996.44","-2999.53","-2996.96","-2997.37","-2996.51","-2999.25","-2999.92","-2996.03","-2998.22","-2998.3","-2996.15","-2996.6","-2996.61","-2997.92","-2998.16","-2997.48","-2999.2","-2996.3","-2999.27","-2996.5","-2996.73","-2997.73","-2999.2","-2999.35","-2997.78","-2999.01","-2996.68","-2999.79","-2996.21","-2995.73","-2995.54","-2994.57","-2999.89","-2999.09"
"[max]","0","0","0","0","0","229.34","352.27","244.25","286.04","217.91","556.32","379.4","557.52","432.42","587.07","589.8","536.29","279.62","534.8","592.78","550","331.79","737.29","290.61","714.1","569.9","312.55","529.08","503.26","257.08","262.31","159.35","248.07","446.73","747.61","432.42","276.49","280.41","248.25","175.29","236.67","355.01","280.58","347.65","319.45","413.48","302.5","300.89","347.74","300","257.49","321.65","296.83","258.67","272.95","397.66","250.49","302.73","269.97","278.99","66.84","187.5","96.1","145.95","143.26","271.44","233.35","396.93","364.07","342.6","105.79","428.2","559.06","556","467.62","585.02","162","564.27","218.67","390.16","538.97","421.2","159.26","337.59","163.65","252.45","241.76","257.06","194.25","163.97","240.69","265.86","201.18","266.86","148.27","256.17","201.53","272.85","293.07","344.3","194.75","212.07","193.32","225.07","314.42","227.95","294.45","339.81","327.43","335.32","229.71","252.76","193.02","332.34","214.57","260.55","291.4","249.1","255.98","247.18","180.83","342.12","231.07","288.17","289.53","92.98","520.06","289.34","344.89","189.48","173.79","266.76","98.73","202.63","293.77","280.01","156.9","193.83","255.37","295.62","237.95","218.08","219.63","285.83","213.22","186.22","165.01","249.66","212.93","309.51","269.15","190.91","186.82","177.41","170.01","240.63","288.86","199.62","197.28","184.97","184.05","238.7","238.66","238.4","261.12","235.08","190.85","228.83","223.51","204.1","233.38","235.73","255.09","194.89","224.61","215.82","294.08","266.08","265.66","252.28","196.38","191.69","142.72","112.04","125.07","198.15","89.53","276.37","127.41","138.89","185.14","116.45","208.87","188.58","162.59","188.89","193.16","181.76","245.49","106.89","170.48","155.12","276.47","224.77","201.02","223.08","173.62","144.21","219.27","241.72","177.53","133.41","187.7","164.66","157.06","174.93","205.87","205.17","170.57","195.58","245.18","167.56","168.17","207.79","226.4","201.24","208.68","130.53","227.4","221.19","206.89","209.57","201.28","225.72","230.81","229.86","246.57","214.25","209.95","260.99","137.99","190.34","146.16","148.67","153.53","117.2","190.18","88.22","79.3","135.13","128.29","161.08","171.98","238.96","91.39","156.29","181.3","168.89","182.89","232.97","125.71","155.37","144.49","176.21","172.07","185.98","148.9","189.59","154.68","160.61","178.11","232.94","163.2","207.33","218.9","214.32","191.17","172.17","199.94","224.24","194.7","210.6","200.03","189.23","196.45","159.25","139.05","188","205.97","179.71","201.29","186.95","190.01","225.42","153.55","194.1","220.79","189.98","211.63","254.3","86.19","103.61","164.89","115.34","105.93","149.1","134.92","162.24","134.08","117.31","167.06","134.15","96.72","156.26","162.39","140.39","112.86","159.69","146.79","118.77","165.37","178.61","151.84","155.9","181.93","205.09","161.21","169.5","179.7","155.29","163.01","193.2","203.51","174.05","175.86","160.15","169.14","181.41","211.8","193.53","191.33","169.69","193.77","210.26","210.82","211.6","223.6","177.66","166.94","203.13","203.22","222.91","231.63","197.78","233.64","181.1","225.8","214.08","233.55","195.74"
